split,train_size,test_size,MAE_test,RMSE_test,MAPE_test,R2_test,MAPE_cv_mean,MAPE_cv_std,MAE_cv_mean,RMSE_cv_mean,R2_cv_mean,epochs_trained,model_path
90:10,320,36,6797.334689670139,8778.744798553205,17.25137737506791,-0.06491317870316493,32.65631118771195,10.276168823564472,11683.040182783017,15556.497928991428,-0.21491052161915897,150,outputs\models\nb10_bilstm_baseline_90_10.keras
80:20,284,72,7338.768147786458,9882.701133425231,26.551118853326034,-0.1694877846059275,31.83513892732592,10.44456769234285,12347.223994348404,16640.53306777974,-0.24039199776697112,150,outputs\models\nb10_bilstm_baseline_80_20.keras
60:40,213,143,7186.217042722902,9887.794783218169,32.42514023237129,-0.03807192550120919,27.45810850763828,7.7497467460599845,13802.27283482143,18200.663595729035,-0.1894543280921694,150,outputs\models\nb10_bilstm_baseline_60_40.keras
70:30,249,107,7850.354829877337,10574.29930848989,37.67476240998375,-0.12953965628414754,27.133534793028957,5.440635736457067,12892.791615853657,17160.25350888147,-0.2571886350517339,150,outputs\models\nb10_bilstm_baseline_70_30.keras
